"","name","price","sex","height","color","location","markings","weight","foaldate","registrations","disciplines","temperament","link"
"8917","Thea",7000,"Mare","15.2 hands","Bay","Olympia, Washington","","","Jan-05","","Dressage (Trained) Jumper (Competed or Shown) Eventing (Trained)",4,"http://www.equine.com/horses-for-sale/horse-ad-2786889.html"
"404","Fancy Little Slick",7500,"Gelding","15.0 hands","Grey","Dallas, Texas","","1000 pounds","Apr-08","AQHA - American Quarter Horse Association ()","Trail Horse (Trained) Barrel Racing (Prospect) Team Penning (Trained) Team Sorting (Trained) Cutting (Trained)",3,"http://www.equine.com/horses-for-sale/horse-ad-2756164.html"
"6768","Checkbehindthezipper",2500,"Mare","14.2 hands","Roan","Rochester, Illinois","socks, belly spot, blaze.","","Jan-10","APHA - American Paint Horse Association ()","Showmanship (Trained) Western Pleasure (Trained) Hunter Under Saddle (Prospect) English Pleasure (Prospect) Halter (Trained)",3,"http://www.equine.com/horses-for-sale/horse-ad-2842552.html"
"5578","Michigan's Chairman of the Board",800,"Gelding","","Chestnut","Elyria, Ohio","Four stocking, star, snip","","Apr-06","ASPC - American Shetland Pony Club ()","Driving (Champion) Halter (Champion)",3,"http://www.equine.com/horses-for-sale/horse-ad-2882314.html"
"4784","Buffy",3000,"Mare","14.2 hands","Buckskin","Benton, Missouri","Black mane, tail and legs","1000 pounds","Jan-06","","Endurance Riding  Trail Horse ",3,"http://www.equine.com/horses-for-sale/horse-ad-2828109.html"
"2886","Stragos Cashn In",5500,"Gelding","16.1 hands","Sorrel","Denton, North Carolina","","","Apr-06","AQHA - American Quarter Horse Association (4920680)","Barrel Racing  Pole Bending  Hunter ",4,"http://www.equine.com/horses-for-sale/horse-ad-2755366.html"
"8570","Brigaboon",1000,"Mare","","Roan","Stephenville, Texas","Star and Snip","","Mar-12","AQHA - American Quarter Horse Association ()","Barrel Racing (Prospect) Cutting (Prospect) Team Roping (Prospect) Working Cow Horse (Prospect) Ranch Sorting (Prospect)",2,"http://www.equine.com/horses-for-sale/horse-ad-2803223.html"
"2772","Simba",8000,"Gelding","15.3 hands","Chestnut","Swanzey, New Hampshire","Stripe, white sock","","Apr-99","USEF - United States Equestrian Federation () USHJA ()","Jumper (Competed or Shown) Equitation (Competed or Shown) Hunter (Competed or Shown) English Pleasure (Competed or Shown) Dressage (Trained)",1,"http://www.equine.com/horses-for-sale/horse-ad-2762516.html"
"5295","Sweet Anthem",0,"Mare","16.3 hands","Brown","Palmyra, Indiana","","1200 pounds","Feb-02","JC - Jockey Club ()","Dressage (Prospect)",5,"http://www.equine.com/horses-for-sale/horse-ad-2886780.html"
"534","YumYum",5000,"Mare","13.2 hands","Buckskin","bangor, Pennsylvania","","","Jan-03","","Equitation (Competed or Shown) Beginner/Family (Trained) Lesson Horse (Trained) Hunter (Competed or Shown) Youth/4-H Horse (Trained)",1,"http://www.equine.com/horses-for-sale/horse-ad-2697495.html"
"2670","Cats Gonna Getcha (Gigi)",15000,"Mare","16.2 hands","Bay","Monticello, Florida","star","","Jan-05","","Field Hunter (Trained) Hunter (Prospect) Dressage (Prospect) Eventing (Trained)",3,"http://www.equine.com/horses-for-sale/horse-ad-2775731.html"
"3204","Maximum Zan Parr",4500,"Stallion","15.2 hands","Black","Fitzhugh, Oklahoma","solid","","Apr-02","AQHA - American Quarter Horse Association (4211815)","Breeding (Trained) Trail Horse (Trained) Halter (Competed or Shown)",2,"http://www.equine.com/horses-for-sale/horse-ad-2129240.html"
"1412","Quinn",4000,"Mare","15.3 hands","Chestnut","Franklin, Georgia","blaze, white socks","","Jan-10","","Dressage  Eventing  Hunter  Brood Mare  Lesson Horse ",2,"http://www.equine.com/horses-for-sale/horse-ad-2851396.html"
"6592","Amber",750,"Mare","12.2 hands","Brown","Harrison, Maine","white star","600 pounds","Jun-98","","Jumper  English Pleasure  Trail Horse ",7,"http://www.equine.com/horses-for-sale/horse-ad-2845295.html"
"6694","Scat",500,"Gelding","","Buckskin","ontario, Wisconsin","none","","May-12","","Beginner/Family ",5,"http://www.equine.com/horses-for-sale/horse-ad-2843157.html"
"6667","Shadow",5000,"Gelding","15.0 hands","Black","Hanover, Pennsylvania","","","Jan-00","","Dressage  Lesson Horse  Trail Horse  Beginner/Family ",1,"http://www.equine.com/horses-for-sale/horse-ad-2844512.html"
"7838","Serenity",2000,"Mare","14.3 hands","Silver Dapple","Waynesboro, Virginia","","","Apr-06","RMHA - Rocky Mountain Horse Association Official () KMSH ()","Breeding ",3,"http://www.equine.com/horses-for-sale/horse-ad-2821245.html"
"4967","Sweet-In-Spirit Sissy",800,"Mare","14.2 hands","Black","Danville, California","Black and white","","Mar-10","APHA - American Paint Horse Association ()","Country Pleasure  Halter (Rank Not Applicable)",3,"http://www.equine.com/horses-for-sale/horse-ad-2816949.html"
"1769","Jewels Commodity (Buzz)",4000,"Gelding","","Brown","Morden, Manitoba, Canada","LH heel, RH coronet","","Apr-08","AQHA - American Quarter Horse Association (5113120)","Western Pleasure (Prospect) Trail Horse (Rank Not Applicable)",4,"http://www.equine.com/horses-for-sale/horse-ad-2838269.html"
"403","Taris Lucky Draw",3000,"Mare","","Chestnut","hillsboro, Wisconsin","Blaze, hind stockings, blanket over rump.","","Mar-12","ApHC - Appaloosa Horse Club (672392)","Ranch Horse (Prospect) Team Roping (Prospect) Reining (Prospect) Working Cow Horse (Prospect)",3,"http://www.equine.com/horses-for-sale/horse-ad-2756168.html"
"6136","",750,"Gelding","16.3 hands","Bay","Axton, Virginia","Blaze, sock","","May-98","","Dressage (Competed or Shown) Beginner/Family (Trained) Lesson Horse (Trained) Trail Horse (Trained)",1,"http://www.equine.com/horses-for-sale/horse-ad-2853487.html"
"4468","Lefty",600,"Mare","14.0 hands","Bay","Pinon Hills, California","","","Jan-05","","Trail Horse (Prospect) Endurance Riding (Prospect) Harness (Prospect)",7,"http://www.equine.com/horses-for-sale/horse-ad-2840869.html"
"6877","Once Upon a Time",4000,"Gelding","13.2 hands","Grey","Manalapan, New Jersey","","","Jan-00","","Jumper (Champion) Hunter (Competed or Shown) Hunter Under Saddle (Champion)",4,"http://www.equine.com/horses-for-sale/horse-ad-2840117.html"
"7258","Cheyenne",950,"Mare","14.1 hands","Chestnut","Kennard, Texas","Tovero","","Jan-04","","Trail Horse (Trained)",2,"http://www.equine.com/horses-for-sale/horse-ad-2831613.html"
"5478","Star Jumper",5000,"Mare","17.0 hands","Chestnut","Lake Geneva Area, Wisconsin","","","Jun-00","","Brood Mare (Champion) English Pleasure (Trained) Dressage (Trained)",4,"http://www.equine.com/horses-for-sale/horse-ad-2884509.html"
"3823","IMA CLASSIC ROCKET",4000,"Gelding","15.3 hands","Chestnut","Sevierville, Tennessee","3 high white legs & Blaze face","1225 pounds","Jan-04","AQHA - American Quarter Horse Association (4528872) APHA - American Paint Horse Association (785,157)","Dressage (Prospect) Western Pleasure (Show) (Prospect) Halter (Prospect)",3,"http://www.equine.com/horses-for-sale/horse-ad-2886162.html"
"5496","red is on application",150,"Gelding","13.0 hands","Dun","clear lake, Minnesota","","","Apr-11","AQHA - American Quarter Horse Association ()","Cutting (Prospect) Reined Cow Horse (Prospect) Beginner/Family (Prospect) Western Riding (Prospect) Working Cow Horse (Prospect)",2,"http://www.equine.com/horses-for-sale/horse-ad-2884433.html"
"7493","JD Diamondacres Dandy's Little Brandy",1200,"Mare","9.0 hands","Pinto","Idaho Falls, Idaho","Bay Pinto, tri color, strip, snip, star, socks","250 pounds","Apr-10","AMHA - American Morgan Horse Association (304962T)","Lesson Horse (Trained) Jumper (Trained) Halter (Competed or Shown) Breeding (Prospect) Driving (Prospect)",6,"http://www.equine.com/horses-for-sale/horse-ad-2827101.html"
"1192","Waffles",10000,"Gelding","13.1 hands","Bay","Pataskala, Ohio","four white socks and a blaze","","Apr-00","WPCSA - Welsh Pony and Cob Society of America (39927)","Hunter (Champion) Lesson Horse (Champion) Youth/4-H Horse (Champion) Eventing (Trained) Dressage (Trained)",2,"http://www.equine.com/horses-for-sale/horse-ad-2880541.html"
"6485","Topaz",6000,"Gelding","15.3 hands","Grulla","Campton, New Hampshire","stripe and sockings","","May-96","","Western Pleasure  Jumper  English Pleasure  Dressage  Eventing ",3,"http://www.equine.com/horses-for-sale/horse-ad-2846250.html"
"6100","Alegria SMP",2000,"Mare","","Bay","Fairfax, Missouri","star and socks","900 pounds","Aug-05","NAPHA ()","Gaited (Rank Not Applicable) Brood Mare (Rank Not Applicable)",5,"http://www.equine.com/horses-for-sale/horse-ad-2854146.html"
"2109","SOLD",4500,"Gelding","16.2 hands","Bay","Plainfield, New Hampshire","","","Jan-05","","Endurance Riding (Prospect) Field Hunter (Prospect) Equitation (Prospect) Competitive Trail Competitions (Prospect) Dressage (Prospect)",4,"http://www.equine.com/horses-for-sale/horse-ad-2822049.html"
"8678","Buddy",5500,"Gelding","15.1 hands","Grey","Keldron, South Dakota","","","May-02","AQHA - American Quarter Horse Association (4309300)","Ranch Horse (Trained) Beginner/Family ",1,"http://www.equine.com/horses-for-sale/horse-ad-2801736.html"
"9092","Toronado CWF",1200,"Gelding","15.0 hands","Grey","Elizabeth, West Virginia","","","Mar-09","IALHA - International Andalusian & Lusitano Horse Association (H007165)","Not Applicable ",3,"http://www.equine.com/horses-for-sale/horse-ad-2747651.html"
"1213","Majical Mystery",2850,"Gelding","16.1 hands","Bay","Belgrade, Maine","3 legs, star","1100 pounds","Jun-04","","Jumper (Competed or Shown) Equitation (Competed or Shown) Eventing (Competed or Shown) Field Hunter (Prospect) Youth/4-H Horse (Rank Not Applicable)",3,"http://www.equine.com/horses-for-sale/horse-ad-2880461.html"
"5807","Getter Dun, Duncan",2500,"Gelding","14.0 hands","Buckskin","Wimauma, Florida","snip and 2 socks","800 pounds","Jan-09","","Beginner/Family (Trained) Dressage (Prospect) Hunter (Competed or Shown) Lesson Horse (Trained) Pleasure Driving (Prospect)",2,"http://www.equine.com/horses-for-sale/horse-ad-2880450.html"
"890","Mr Zip Drive",5000,"Gelding","16.0 hands","Roan","St. Cloud, Minnesota","","1200 pounds","May-04","APHA - American Paint Horse Association () PtHA - Pinto Horse Association of America ()","Hunter Under Saddle (Competed or Shown) Western Pleasure (Show) (Competed or Shown) Showmanship (Competed or Shown) Youth/4-H Horse (Competed or Shown) Equitation (Competed or Shown)",2,"http://www.equine.com/horses-for-sale/horse-ad-2886828.html"
"2823","Bueno Chex Mix #4571584",3000,"Stallion","15.2 hands","Cremello","Winterset , Iowa","Star,strip & snip. Right fore sock and socks on hind","","May-04","AQHA - American Quarter Horse Association (4571584)","Breeding (Rank Not Applicable) Reined Cow Horse  Working Cow Horse  Team Roping ",3,"http://www.equine.com/horses-for-sale/horse-ad-2757710.html"
"4470","Dreamer",700,"Mare","","Bay","Pinon Hills, California","","","Jan-07","","Competitive Trail Competitions (Prospect) Trail Horse (Prospect) Western Pleasure (Prospect) English Pleasure (Prospect) Endurance Riding (Prospect)",7,"http://www.equine.com/horses-for-sale/horse-ad-2840864.html"
"206","Island Pleasure",2500,"Mare","15.2 hands","Grey","Dallas, Texas","","1050 pounds","Jan-99","","Dressage (Trained) Hunter (Trained) Jumper (Trained) English Pleasure (Trained) Trail Horse (Trained)",2,"http://www.equine.com/horses-for-sale/horse-ad-2830537.html"
"7767","Shazonazon",850,"Gelding","14.2 hands","Bay","Burtrum, Minnesota","star, sock on rh","1200 pounds","Apr-98","AHA - Arabian Horse Association ()","Trail Horse (Trained)",7,"http://www.equine.com/horses-for-sale/horse-ad-2822042.html"
"6410","Blues Good Un (Ruben)",8500,"Gelding","14.1 hands","Bay","Lockhart, Texas","Has some Roan color to his rump.","860 pounds","Apr-06","AQHA - American Quarter Horse Association ()","Reining (Trained) Competitive Trail Competitions (Trained) Working Cow Horse (Prospect) Calf Roping (Prospect) Beginner/Family ",3,"http://www.equine.com/horses-for-sale/horse-ad-2848073.html"
"7583","Storm",6000,"Stallion","","Black","Pine City, Minnesota","star","","Apr-11","","Halter (Rank Not Applicable)",3,"http://www.equine.com/horses-for-sale/horse-ad-2826108.html"
"8409","",0,"Gelding","15.0 hands","Sorrel","Binghamton, New York","","1100 pounds","May-97","","Not Applicable ",1,"http://www.equine.com/horses-for-sale/horse-ad-2810573.html"
"5096","Indy Kitty",9500,"Mare","16.0 hands","Bay","Wilsonville, Ontario, Canada","Wild white markings!","","Apr-10","JC - Jockey Club () APHA - American Paint Horse Association ()","Racing (Prospect) Eventing (Prospect) Hunter (Prospect) Dressage (Prospect) Brood Mare (Prospect)",4,"http://www.equine.com/horses-for-sale/horse-ad-2803068.html"
"3893","Laddie",7900,"Stallion","","Other","dekalb, New York","","","May-12","gvhs (GVO 2976)","Breeding (Champion) Dressage (Prospect) Driving (Prospect)",1,"http://www.equine.com/horses-for-sale/horse-ad-2885160.html"
"2402","My Ferragamo",18500,"Mare","16.1 hands","Bay","Delray Beach, Florida","","","Aug-09","","Jumper  Hunter  Dressage  Equitation ",5,"http://www.equine.com/horses-for-sale/horse-ad-2803730.html"
"5655","Bo",1000,"Gelding","14.0 hands","Buckskin","paris, Tennessee","buckskin","1200 pounds","Jan-00","","",1,"http://www.equine.com/horses-for-sale/horse-ad-2881656.html"
"2958","Geschenk",5000,"Gelding","16.2 hands","Black","Smyrna, Georgia","","","Jun-95","","Hunter (Competed or Shown) Jumper (Champion)",3,"http://www.equine.com/horses-for-sale/horse-ad-2752625.html"
"1486","Bartenders Three Bars",15000,"Gelding","15.3 hands","Sorrel","Wellsburg, Iowa","Paint","1300 pounds","May-03","APHA - American Paint Horse Association (754,260)","Barrel Racing (Competed or Shown) Team Roping (Champion)",3,"http://www.equine.com/horses-for-sale/horse-ad-2849752.html"
"1154","HEY GOOD BUDDY",5000,"Gelding","15.2 hands","Pinto","western, Massachusetts","roan/white paint","","Jan-07","APHA - American Paint Horse Association (911614)","Western Pleasure (Champion) English Pleasure (Champion) Trail Horse (Champion) Youth/4-H Horse (Champion) Beginner/Family (Champion)",1,"http://www.equine.com/horses-for-sale/horse-ad-2881503.html"
"8662","",1200,"Mare","","Bay","Fredonia, New York","small dot on forhead","","Feb-07","","Endurance Riding (Competed or Shown) English Pleasure (Trained) Cowboy Mounted Shooting (Competed or Shown)",4,"http://www.equine.com/horses-for-sale/horse-ad-2802461.html"
"5079","Sukey Tawdry",500,"Mare","14.3 hands","Bay","Covington, Louisiana","","","Mar-08","JC - Jockey Club ()","Hunter Under Saddle  Trail Horse  Western Pleasure ",5,"http://www.equine.com/horses-for-sale/horse-ad-2696596.html"
"1245","Lopin For Kash",15000,"Stallion","","Grey","Alvin, Texas","Blaze, left fore sock, left hind sock","750 pounds","Mar-12","AQHA - American Quarter Horse Association (5442273) APHA - American Paint Horse Association (1013101)","Western Riding (Prospect) Longe-Line (Prospect) Breeding (Prospect) Western Pleasure (Show) (Prospect)",2,"http://www.equine.com/horses-for-sale/horse-ad-2878624.html"
"870","PJA ECLATS GRAFFITI",4500,"Stallion","","Black","Sigel, Illinois","leopard","","Jun-12","ApHC - Appaloosa Horse Club (671978)","Breeding  Dressage  Horsemanship  Western Pleasure  Ranch Horse ",2,"http://www.equine.com/horses-for-sale/horse-ad-2888011.html"
"4171","Winnie",500,"Mare","","Sorrel","Dewey, Illinois","","","Mar-12","","Not Applicable ",2,"http://www.equine.com/horses-for-sale/horse-ad-2842598.html"
"3006","FERN",12000,"Mare","15.2 hands","Pinto","Buxton, Maine","","","May-12","","Jumper  Hunter  Driving  Dressage  Beginner/Family ",1,"http://www.equine.com/horses-for-sale/horse-ad-2749815.html"
"475","Midas",8500,"Gelding","14.2 hands","Black","Topsham, Vermont","White Blaze","","May-10","","Not Applicable ",1,"http://www.equine.com/horses-for-sale/horse-ad-2726119.html"
"8688","Zips Rosalita",3000,"Mare","15.1 hands","Bay","Gallatin, Missouri","","","Jun-02","APHA - American Paint Horse Association (700668)","Western Pleasure (Show) (Rank Not Applicable) Brood Mare (Rank Not Applicable) Beginner/Family (Prospect) Youth/4-H Horse (Prospect) Country Pleasure (Rank Not Applicable)",1,"http://www.equine.com/horses-for-sale/horse-ad-2455574.html"
"2579","Holly N Spark",4000,"Mare","15.0 hands","Grey","Miami, Florida","Snip, Small white in rear leg.","1000 pounds","Apr-10","AQHA - American Quarter Horse Association ()","Reined Cow Horse (Prospect) Ranch Horse (Prospect) Working Cow Horse (Prospect) Calf Roping (Prospect) Reining (Prospect)",2,"http://www.equine.com/horses-for-sale/horse-ad-2786173.html"
"8928","Autumn",5500,"Mare","15.0 hands","Chestnut","Auburn, Alabama","Liver Chestnut w/ blaze and socks, caramel eyes","","Jan-01","","Eventing (Competed or Shown) Hunter (Competed or Shown) Jumper (Competed or Shown) Dressage (Competed or Shown) Lesson Horse (Trained)",3,"http://www.equine.com/horses-for-sale/horse-ad-2786864.html"
"8645","Lucky",600,"Gelding","15.2 hands","White","Siler City, North Carolina","","","Jan-05","","Trail Horse (Rank Not Applicable) Western Riding (Rank Not Applicable)",5,"http://www.equine.com/horses-for-sale/horse-ad-2802499.html"
"4200","Elektra",5500,"Mare","15.3 hands","Black","Valley Center, California","","1200 pounds","Apr-03","","Dressage (Trained) Trail Horse (Trained) Field Hunter (Prospect)",2,"http://www.equine.com/horses-for-sale/horse-ad-2851404.html"
